intervention_key,intervention_name,scope,parameter_group,parameter_name,value_min,value_mode,value_max,primary_citation,evidence_level,notes
LR7_cool_morphology,Cool Urban Morphology / Building Form Optimization,long_run,A_spatial_effects,establishment_years,0,15,25,"Stewart ID & Oke TR. (2012). Bulletin of the American Meteorological Society, 93(12), 1879-1900. DOI: 10.1175/BAMS-D-11-00019.1",low,
LR7_cool_morphology,Cool Urban Morphology / Building Form Optimization,long_run,C_cost,cost_per_unit_usd,50000,500000,5000000,DATA_UNAVAILABLE for direct cost data. Estimated from developer compliance cost literature. LR7 is primarily a land use planning tool.,low,lifecycle=50 yr
LR7_cool_morphology,Cool Urban Morphology / Building Form Optimization,long_run,D_cobenefits,carbon_tCO2_per_unit_per_year,0,0,0,DATA_UNAVAILABLE,low,
LR7_cool_morphology,Cool Urban Morphology / Building Form Optimization,long_run,D_cobenefits,stormwater_m3_per_unit_per_year,0,50,200,Estimated from reduced impervious surface in redesigned morphology.,low,
LR7_cool_morphology,Cool Urban Morphology / Building Form Optimization,long_run,D_cobenefits,energy_savings_kwh_per_unit_per_year,500,2000,10000,,low,
LR7_cool_morphology,Cool Urban Morphology / Building Form Optimization,long_run,D_cobenefits,biodiversity_score,0.2,0.2,0.2,,low,normalized 0-1 expert score
LR8_blue_infrastructure,Blue Infrastructure: Urban Water Features,long_run,A_spatial_effects,delta_LST_per_unit,-1.5,-4.0,-8.0,"Gunawardena KR, Wells MJ, Kershaw T. (2017). Science of the Total Environment, 584-585, 1040-1055. DOI: 10.1016/j.scitotenv.2017.01.158",medium,
LR8_blue_infrastructure,Blue Infrastructure: Urban Water Features,long_run,A_spatial_effects,effect_radius_m,50,200,500,"Gunawardena KR, Wells MJ, Kershaw T. (2017). Science of the Total Environment, 584-585, 1040-1055. DOI: 10.1016/j.scitotenv.2017.01.158",medium,
LR8_blue_infrastructure,Blue Infrastructure: Urban Water Features,long_run,A_spatial_effects,delta_NDVI_per_unit,0,0.05,0.15,"Gunawardena KR, Wells MJ, Kershaw T. (2017). Science of the Total Environment, 584-585, 1040-1055. DOI: 10.1016/j.scitotenv.2017.01.158",medium,
LR8_blue_infrastructure,Blue Infrastructure: Urban Water Features,long_run,A_spatial_effects,delta_NDWI_per_unit,0.1,0.25,0.5,"Gunawardena KR, Wells MJ, Kershaw T. (2017). Science of the Total Environment, 584-585, 1040-1055. DOI: 10.1016/j.scitotenv.2017.01.158",medium,
LR8_blue_infrastructure,Blue Infrastructure: Urban Water Features,long_run,A_spatial_effects,establishment_years,0,1,2,"Gunawardena KR, Wells MJ, Kershaw T. (2017). Science of the Total Environment, 584-585, 1040-1055. DOI: 10.1016/j.scitotenv.2017.01.158",medium,
LR8_blue_infrastructure,Blue Infrastructure: Urban Water Features,long_run,C_cost,cost_per_unit_usd,100000,500000,3000000,ASCE/WEF. (2012). Design of Urban Stormwater Controls. Water Environment Federation Manual of Practice No. 23. US EPA green infrastructure cost data.,medium,lifecycle=50 yr
LR8_blue_infrastructure,Blue Infrastructure: Urban Water Features,long_run,D_cobenefits,carbon_tCO2_per_unit_per_year,0,0,0,DATA_UNAVAILABLE,medium,
LR8_blue_infrastructure,Blue Infrastructure: Urban Water Features,long_run,D_cobenefits,stormwater_m3_per_unit_per_year,200,600,2000,US EPA. (2023). Stormwater Management: Wet Ponds and Wetlands. EPA 832-F-99-048.,medium,
LR8_blue_infrastructure,Blue Infrastructure: Urban Water Features,long_run,D_cobenefits,energy_savings_kwh_per_unit_per_year,0,0,0,,medium,
LR8_blue_infrastructure,Blue Infrastructure: Urban Water Features,long_run,D_cobenefits,biodiversity_score,0.7,0.7,0.7,,medium,normalized 0-1 expert score
